directedby	movie
606	563
343	318
415	385
751	694
2020	1849
3193	2905
2995	2719
3110	2830
771	713
737	684
1467	1346
2921	2656
2994	2718
1589	1452
131	126
3194	2905
2798	2544
37	36
2920	2656
3211	2919
1904	1741
3145	2863
2520	2304
255	241
1179	1087
1647	1504
1077	994
3231	2938
3530	3204
3106	2826
2168	1986
3190	2902
1188	1095
3811	3460
1724	1578
1304	1202
1149	1058
374	348
2929	2659
1194	1101
1274	1173
3223	2931
1830	1673
3721	3376
7	6
3232	2938
1413	1300
3327	3027
2167	1985
2319	2123
1165	1073
364	338
3315	3015
1326	1216
3812	3460
821	758
2033	1862
2852	2595
2596	2360
949	874
2057	1884
1060	979
3068	2790
690	640
3517	3191
352	326
2677	2429
667	618
220	207
1597	1460
3813	3460
1030	949
2927	2659
127	122
1847	1687
3005	2728
3656	3316
1411	1298
3834	3477
1197	1104
1936	1769
3814	3460
3088	2809
2304	2109
1667	1522
1207	1113
2461	2251
1003	925
1084	1000
943	868
2928	2659
586	545
1336	1224
3698	3356
1646	1503
2717	2467
477	443
2655	2409
2925	2659
1158	1066
3510	3186
1590	1453
1953	1785
351	326
760	702
233	219
2207	2022
1846	1686
3037	2760
2250	2063
2926	2659
880	810
3038	2761
2500	2285
3511	3186
2441	2232
3729	3384
48	45
506	469
2190	2007
1882	1719
2156	1975
3089	2810
2011	1840
935	861
3008	2731
2206	2022
122	117
80	76
2444	2235
1150	1059
1845	1686
3065	2787
1579	1444
820	758
526	488
3239	2944
942	867
1658	1514
67	64
68	65
1971	1802
438	406
1334	1222
3763	3415
1740	1593
2385	2181
3658	3318
871	801
2259	2071
2814	2559
1844	1686
1382	1269
630	586
3810	3460
1540	1408
1234	1138
3426	3119
2833	2577
264	249
2919	2656
1741	1594
2870	2612
2232	2046
2636	2391
2931	2661
1457	1337
2195	2011
2712	2462
336	313
1997	1827
3353	3052
2266	2076
2447	2238
2730	2479
675	626
2075	1901
2868	2610
373	347
2597	2361
2127	1946
1957	1789
2024	1853
2810	2555
3276	2980
476	442
1747	1598
2392	2186
995	917
1869	1707
1339	1227
1185	1092
2403	2197
683	634
3626	3289
2704	2455
3036	2759
705	655
2270	2080
1092	1007
1164	1072
292	275
3827	3470
3439	3132
2048	1876
2690	2442
1036	955
1126	1036
2089	1912
3374	3072
2071	1898
284	268
1125	1036
3377	3074
1577	1442
610	567
3308	3009
1706	1561
3735	3389
3320	3020
3375	3072
3488	3173
3296	3000
1352	1239
1906	1743
3665	3324
305	288
1999	1828
2269	2079
563	523
2486	2272
2309	2114
3815	3460
133	128
3726	3381
877	807
2363	2162
1262	1164
569	529
3278	2982
729	676
3938	3574
2268	2078
1825	1668
2383	2179
2713	2463
3087	2808
1668	1523
1998	1828
58	55
1476	1355
6	5
1490	1367
2982	2707
3951	3585
1826	1669
2527	2310
1551	1418
1897	1734
2967	2691
3791	3442
945	870
2600	2364
3298	3000
470	436
2716	2466
1335	1223
3394	3089
141	135
2702	2453
3793	3444
974	898
3066	2788
349	324
271	256
205	194
3297	3000
132	127
94	90
1341	1229
1918	1753
298	281
162	154
3622	3285
3681	3340
2893	2634
1704	1559
2496	2282
3654	3314
2741	2489
1573	1438
2041	1870
1663	1518
1655	1511
1981	1812
1684	1539
759	702
1607	1469
608	565
3863	3503
1271	1170
1768	1616
1890	1727
137	131
2092	1915
468	434
1572	1438
2692	2444
2864	2606
405	376
2312	2117
1177	1085
2328	2130
2497	2282
3759	3412
3801	3451
629	585
2797	2543
1961	1793
1715	1570
3514	3188
3261	2965
1654	1510
3304	3005
3265	2969
1915	1752
323	300
2329	2130
3646	3306
3198	2908
1351	1239
789	731
3062	2784
1010	932
3246	2951
1916	1752
3173	2888
1731	1585
265	250
1428	1313
2487	2273
535	496
1491	1368
3197	2908
550	510
3639	3301
357	331
3891	3531
1628	1488
1917	1752
3479	3167
524	486
3634	3296
907	834
310	293
2433	2226
2570	2345
198	188
2957	2686
1809	1652
2098	1921
2727	2476
2825	2569
2184	2001
1091	1007
3771	3423
1629	1488
1038	957
2381	2178
290	273
2747	2495
2838	2582
2787	2533
3780	3432
2448	2239
2840	2584
1761	1610
3523	3197
25	24
1808	1652
1880	1718
1762	1611
2067	1894
3842	3485
3228	2935
1069	988
2382	2178
1859	1698
362	336
772	714
1689	1543
2019	1848
948	873
2917	2656
3121	2841
2890	2631
1538	1406
1881	1718
702	652
3227	2935
1550	1417
2766	2513
2918	2656
1669	1524
1743	1596
3840	3483
1026	946
3788	3439
3131	2851
2318	2122
3294	2998
3755	3408
1273	1172
2397	2191
2867	2609
1665	1520
2113	1933
3287	2991
2790	2536
3524	3198
3920	3556
3107	2827
213	200
1635	1494
2284	2091
3430	3123
1612	1473
2018	1847
1112	1025
1745	1596
237	223
1802	1646
1695	1550
212	200
3114	2834
2989	2713
3312	3012
774	716
1744	1596
2693	2445
306	289
2414	2208
3271	2975
2008	1837
2477	2267
2511	2296
3159	2875
3360	3058
604	561
976	900
192	183
2131	1950
1787	1633
2118	1937
1383	1270
3292	2996
1254	1156
406	377
1372	1259
2249	2062
3940	3575
1721	1575
2720	2469
1801	1646
2117	1937
2407	2201
808	748
1871	1709
673	624
2094	1917
1599	1462
3661	3320
1173	1081
2004	1833
3779	3431
2813	2558
1922	1756
1639	1497
3660	3320
1819	1663
1613	1473
302	285
3158	2874
794	736
3181	2894
3299	3001
3025	2748
3127	2847
2240	2054
936	862
3522	3196
266	251
3566	3238
3349	3048
2343	2144
24	23
1212	1118
639	595
3400	3094
3340	3040
1539	1407
1827	1670
2726	2475
2969	2694
368	342
809	749
1966	1797
2510	2295
2944	2674
1505	1379
958	883
625	581
2847	2591
1324	1214
36	35
3149	2866
792	734
2162	1980
1327	1217
1488	1365
837	773
97	93
2911	2651
1934	1767
627	583
2781	2528
1146	1056
3264	2968
2898	2638
2086	1910
3418	3111
2770	2517
3880	3520
3498	3183
1506	1379
2288	2095
3385	3081
699	649
1673	1528
2119	1938
881	811
3597	3267
2782	2528
739	686
2846	2590
3667	3326
2542	2321
2087	1910
3014	2737
3357	3056
1503	1379
661	613
2027	1856
813	753
1912	1749
3919	3555
3118	2838
1978	1809
3549	3222
800	741
1009	931
26	25
2788	2534
3792	3443
3678	3337
3371	3069
1504	1379
3937	3573
1466	1345
3672	3331
3657	3317
3117	2837
1545	1412
1605	1467
21	20
1459	1339
3358	3056
3770	3422
1996	1826
3295	2999
1522	1391
125	120
766	708
671	622
623	579
962	887
1879	1717
3116	2836
1264	1166
263	248
2816	2560
1502	1379
1453	1334
1638	1496
2377	2174
3316	3016
3333	3033
1956	1788
3797	3448
1510	1382
2114	1934
262	248
2978	2703
2538	2319
2367	2166
2120	1939
1973	1804
3714	3370
596	555
3094	2815
1611	1472
618	575
3605	3275
1346	1234
321	298
543	503
2228	2042
2541	2321
2053	1880
2410	2204
1806	1650
3796	3447
1290	1188
1699	1554
2258	2070
3915	3551
2562	2337
658	610
2805	2550
29	28
339	316
595	554
2135	1954
3437	3130
3225	2933
823	760
2473	2263
542	503
1894	1731
622	579
3631	3293
3263	2967
3011	2734
2635	2390
2540	2321
2815	2560
2299	2105
3253	2958
1854	1693
2551	2329
2948	2678
2818	2562
1085	1001
2474	2264
1051	969
1746	1597
3845	3488
3051	2773
114	109
469	435
2124	1943
2723	2472
3669	3328
2470	2260
824	761
144	138
1902	1739
3465	3155
3476	3164
758	701
248	234
402	373
2574	2349
773	715
1735	1589
227	214
3207	2915
1955	1787
3843	3486
1896	1733
585	544
560	520
3939	3575
1116	1028
1395	1282
184	176
3238	2943
903	830
2152	1971
1924	1758
3697	3355
1500	1377
1344	1232
1239	1142
2758	2506
2366	2165
101	97
168	160
2564	2339
3425	3118
2400	2194
1443	1325
3140	2858
1805	1649
3373	3071
2405	2199
1226	1131
3188	2900
2083	1907
846	781
113	108
2233	2047
900	827
1931	1764
2937	2667
908	835
3573	3245
2546	2324
2213	2028
1778	1624
2735	2483
2545	2324
2458	2248
322	299
2706	2457
424	392
2401	2195
2938	2668
571	531
2786	2532
3326	3026
700	650
2767	2514
1020	941
1813	1656
3267	2971
763	705
1310	1208
568	528
1670	1525
1930	1764
2873	2615
688	638
2823	2567
3671	3330
2153	1972
3588	3259
1113	1026
1386	1273
2417	2210
2827	2571
3124	2844
2290	2097
2174	1991
511	474
2529	2312
3568	3240
1314	1212
358	332
1401	1288
334	311
715	663
2660	2414
752	695
3821	3466
512	475
3105	2825
551	511
2688	2440
659	611
1447	1328
1041	960
2101	1924
1682	1537
274	259
3325	3025
3494	3179
615	572
3835	3478
3435	3128
3959	3592
2443	2234
1446	1328
2205	2021
195	185
1159	1067
2566	2341
1693	1548
3496	3181
346	321
3215	2923
1110	1023
371	345
1576	1441
2416	2210
2794	2540
686	636
2866	2608
783	725
8	7
1388	1275
833	769
1501	1378
2145	1964
3240	2945
165	157
788	730
3350	3049
211	199
2783	2529
2605	2369
1201	1107
2166	1984
647	600
525	487
90	86
1281	1180
1864	1702
2556	2332
3924	3560
2462	2252
3057	2779
3428	3121
244	230
2606	2369
1106	1020
2081	1905
3571	3243
3329	3029
1793	1639
1564	1431
1821	1665
272	257
496	459
740	687
2524	2307
3182	2895
3539	3213
645	600
1947	1780
607	564
1531	1399
3099	2820
2971	2696
3336	3036
2102	1925
224	211
769	711
3229	2936
1960	1792
1333	1221
1567	1434
556	516
1075	992
599	558
646	600
951	876
2149	1968
3701	3359
124	119
2425	2218
3411	3105
2634	2389
2103	1925
1187	1094
1311	1209
3113	2833
1058	977
895	824
1319	1212
3723	3378
896	824
2169	1987
2981	2706
239	225
2191	2008
676	627
2830	2574
2910	2650
3272	2976
1248	1150
177	169
1792	1638
2013	1842
2200	2016
1027	947
576	535
2177	1994
3401	3095
2643	2398
897	824
2248	2061
3587	3258
2192	2008
3680	3339
2072	1899
1616	1476
2934	2664
288	272
1710	1565
1028	947
2532	2314
3363	3061
2064	1891
3838	3481
2653	2408
902	829
3177	2891
2963	2688
1983	1814
2463	2253
3936	3572
3828	3471
1138	1048
2123	1942
3896	3536
1696	1551
3647	3307
909	836
1132	1042
2654	2408
3289	2993
2964	2688
1701	1556
3787	3438
1323	1213
3593	3263
2889	2630
117	112
2436	2228
1315	1212
2777	2524
1475	1354
1875	1713
2737	2485
472	438
3137	2855
34	33
1083	999
2697	2448
82	78
3606	3276
2422	2215
66	63
174	166
2512	2297
1316	1212
2997	2720
1168	1076
2285	2092
798	740
269	254
3060	2782
3844	3487
1544	1411
3804	3454
3550	3223
2128	1947
2095	1918
2640	2395
1285	1184
3734	3388
1082	999
1317	1212
166	158
3270	2974
1153	1062
108	104
1162	1070
3002	2725
1738	1591
2996	2720
3257	2961
1543	1411
2952	2682
799	740
1001	923
2530	2312
634	590
2384	2180
54	51
2160	1978
1318	1212
294	277
1911	1748
2239	2053
471	437
3867	3507
998	920
341	316
241	227
2519	2303
2104	1926
1462	1341
3408	3102
1688	1542
1984	1815
1309	1207
1657	1513
814	754
2698	2449
3004	2727
3018	2741
956	881
153	146
1400	1287
1438	1320
3846	3489
650	603
3852	3494
2047	1875
842	777
1591	1454
2283	2090
3291	2995
3284	2988
1794	1640
1836	1678
2776	2523
1496	1373
3256	2960
3244	2949
3731	3385
2198	2014
1252	1154
3139	2857
2412	2206
2855	2597
3847	3489
70	67
666	617
72	68
175	167
1662	1517
2901	2641
3305	3006
536	497
2346	2147
2326	2128
2665	2417
3534	3208
1325	1215
1432	1315
1236	1140
3436	3129
2243	2056
3730	3385
3155	2871
2719	2469
1312	1210
71	67
2854	2597
2181	1998
344	319
1661	1517
2664	2417
3429	3122
1182	1089
3063	2785
3212	2920
1431	1315
2059	1886
3776	3428
1332	1220
768	710
1439	1321
2386	2182
708	657
2134	1953
370	344
3585	3257
2892	2633
2850	2593
1455	1335
2099	1922
3782	3434
2235	2049
3398	3093
397	368
3311	3011
2227	2041
2322	2125
3805	3455
1349	1237
2913	2653
3608	3278
2513	2298
2310	2115
32	31
3855	3497
1433	1315
1534	1402
1387	1274
136	130
128	123
2147	1966
3754	3407
228	215
398	369
1726	1580
2355	2155
3449	3140
2362	2161
3941	3576
2032	1861
3905	3544
447	415
971	895
727	674
2262	2073
3252	2957
490	453
2409	2203
2796	2542
87	83
3897	3537
391	363
2514	2299
1835	1678
3366	3064
1645	1502
223	210
2354	2155
3586	3257
970	895
229	216
1708	1563
1208	1114
3833	3476
2327	2129
3621	3284
1017	938
916	842
2765	2512
3122	2842
1990	1820
1680	1535
3762	3414
182	174
2253	2065
2490	2276
2986	2710
50	47
1732	1586
644	599
1637	1496
950	875
2411	2205
1016	938
850	784
325	302
2670	2422
1287	1185
190	181
1751	1601
3761	3414
3156	2872
1342	1230
2673	2425
329	306
2017	1846
1754	1603
2276	2085
1286	1185
1733	1587
2703	2454
1511	1383
2175	1992
1133	1043
2280	2087
1483	1361
2158	1976
1230	1135
1454	1335
1347	1235
1752	1601
749	692
3420	3113
920	846
952	877
200	190
3391	3087
1524	1393
711	660
3195	2906
2537	2318
1623	1483
1712	1567
1007	929
3346	3045
3	2
495	458
2157	1976
2785	2531
3058	2780
831	767
3683	3342
2287	2094
2970	2695
1621	1481
3409	3103
925	851
3802	3452
1293	1191
2968	2693
1377	1264
692	642
465	431
2464	2254
444	412
1976	1807
2014	1843
2832	2576
1872	1710
1908	1745
2188	2005
426	394
2603	2367
570	530
3486	3171
2531	2313
3450	3141
933	859
2629	2384
1592	1455
2154	1973
847	782
3092	2813
738	685
677	628
3417	3110
1499	1376
359	333
2523	2306
2930	2660
238	224
3123	2843
408	379
2036	1865
1822	1666
1615	1475
3688	3347
540	501
3330	3030
1474	1353
926	852
533	494
1958	1790
1086	1002
678	629
1683	1538
2070	1897
2522	2306
3293	2997
3245	2950
1081	998
1039	958
2022	1851
1233	1137
3260	2964
2652	2407
791	733
3206	2914
2632	2387
135	129
1547	1414
574	533
3133	2853
13	12
3894	3534
2483	2270
3627	3290
1062	981
286	270
2965	2689
2356	2156
5	4
3370	3068
134	129
1546	1414
3317	3017
340	316
1814	1657
2880	2622
1656	1512
2891	2632
2331	2132
2725	2474
2821	2565
1861	1699
3456	3146
1594	1457
2498	2283
522	484
655	607
3525	3199
202	192
680	631
390	362
3601	3271
2449	2240
1416	1302
868	799
2526	2309
825	762
626	582
2700	2451
3071	2793
151	144
2784	2530
3596	3266
993	915
1520	1389
489	453
732	679
2812	2557
2849	2593
519	481
3857	3499
3603	3273
1415	1302
2799	2545
2030	1859
826	762
2010	1839
1015	937
3101	2821
3359	3057
2193	2009
3628	3290
12	11
1963	1795
3711	3367
3073	2795
2424	2217
3565	3237
1429	1314
3475	3163
703	653
2962	2688
2219	2034
2601	2365
1320	1212
355	329
3364	3062
2109	1930
2607	2370
1143	1053
3129	2849
1251	1153
197	187
2961	2688
869	799
2679	2431
3026	2749
797	739
1122	1033
2234	2048
1378	1265
2571	2346
1434	1316
2430	2223
2657	2411
1839	1681
1849	1689
2062	1889
51	48
2960	2688
2215	2030
3675	3334
1860	1699
3839	3482
2549	2327
1671	1526
3075	2797
1029	948
2359	2159
1322	1212
633	589
3438	3131
3361	3059
3249	2954
3112	2832
2985	2709
1056	974
3262	2966
307	290
86	82
2743	2491
299	282
654	606
2378	2175
1557	1424
3699	3357
3422	3115
1321	1212
518	480
